A0A0B4JD44	GO:0034976
P17719	GO:0046452,GO:0006260,GO:0046655,GO:0006545,GO:0006730,GO:0046654
P20348	GO:0030154,GO:0035971,GO:0007548
P20482	GO:0045450,GO:0007350,GO:0048813,GO:0008340,GO:0060322,GO:0036335,GO:0007310,GO:0008103,GO:0051663,GO:0060465,GO:0045451,GO:0045944,GO:0008359,GO:0007317,GO:0034976,GO:0006979
P41092	GO:0002181
P54350	GO:0051301,GO:0051642,GO:0051299,GO:0001700,GO:0007093,GO:0045736,GO:0018108,GO:0006468,GO:0051225
P55935	GO:0002181,GO:0045903
P91615	
Q03019	GO:0051301,GO:0009880,GO:0008315,GO:0000086,GO:0007140,GO:0051078,GO:0110032,GO:0010971,GO:0045931,GO:0006470,GO:0051445,GO:0007348,GO:0007283
Q7KMQ6	GO:0030036,GO:0009887,GO:0006914,GO:0071711,GO:0035212,GO:0008283,GO:0009987,GO:0034613,GO:0007010,GO:0031104,GO:0007425,GO:0002164,GO:0035069,GO:0007436,GO:0055088,GO:0035011,GO:0007552,GO:0048681,GO:0030308,GO:0008285,GO:0045792,GO:0045926,GO:0045571,GO:0046627,GO:0010888,GO:0040015,GO:0046621,GO:0043553,GO:0014067,GO:0006469,GO:0051898,GO:1904262,GO:0030707,GO:0046856,GO:0043065,GO:0006470,GO:0010506,GO:0051726,GO:1901888,GO:0008360,GO:0008361,GO:0050773,GO:0090175,GO:0035206,GO:0040014,GO:0042594,GO:0042052,GO:0007525,GO:0009888
Q7KSI9	
Q7KTH6	
Q8SXB0	GO:0007427,GO:0030198,GO:0007436,GO:0008078,GO:0007280
Q960E4	
Q965D9	GO:0042067,GO:0035159
Q9I7R5	GO:0006607,GO:0006610
Q9V4A7	GO:0007411,GO:0070593,GO:0008045,GO:0007162,GO:0035021,GO:0071678,GO:0050772,GO:0035025,GO:0030334,GO:0008360,GO:0043087,GO:1902287,GO:0097374
Q9V773	GO:0002118,GO:0050829
Q9VA91	GO:0002181,GO:0042274,GO:0006364
Q9VBE2	GO:0010171,GO:0040003
Q9VBN5	GO:0002181
Q9VCB9	GO:0002181
Q9VCX1	GO:0048085,GO:0055059,GO:0032291,GO:0007049,GO:0030866,GO:0007303,GO:0050832,GO:0008069,GO:0000578,GO:0014045,GO:0060857,GO:0010001,GO:0007186,GO:0003015,GO:0007310,GO:0009786,GO:0008277,GO:0009408,GO:0006979,GO:0042594,GO:0019991,GO:0007419
Q9VF51	GO:0006117,GO:0009115
Q9VIV5	
Q9VLY0	GO:0099132,GO:0046034,GO:0015986
Q9VPV7	
Q9VS26	
Q9VTC4	GO:0007049,GO:0051301,GO:0007059,GO:0016226
Q9VV51	
Q9VV82	GO:0006607,GO:0006610
Q9VXQ7	GO:0006457,GO:0030150,GO:0050821
Q9VZK5	GO:0036297,GO:0016567
Q9W1W8	
Q9W418	GO:0006464,GO:0019941,GO:0016567,GO:0006511
A1Z6Q1	GO:0000724,GO:0007097,GO:0051647
A1Z8H7	GO:0040003
A1Z9G9	GO:0016570,GO:0032968,GO:0034402,GO:0006368
H1UUH1	GO:0045132,GO:0000070,GO:0007062
P29503	GO:0008356,GO:0048749,GO:0007398,GO:0030718,GO:0007476,GO:0007616,GO:0007498,GO:0035204,GO:0007399,GO:0030707,GO:0007422,GO:0045747,GO:0051260,GO:0008104,GO:0000209,GO:0045314,GO:0008593,GO:0046532,GO:0007423,GO:0016360,GO:0007419
P48592	GO:0006919,GO:0009263,GO:0006260
P54611	GO:0045176,GO:0015991,GO:0035002,GO:0007430
P82147	GO:0061077,GO:0007275,GO:0042026,GO:0010998,GO:0009408,GO:0045214
Q06559	GO:0002181,GO:0006281,GO:0000278,GO:0043524,GO:2001235,GO:0045739
Q0KIB3	GO:0034080,GO:0006348,GO:0050829,GO:0043967,GO:0045089
Q23985	GO:0006897,GO:0016348,GO:0045746,GO:0007220,GO:0007219,GO:0045747,GO:0016567,GO:0008593,GO:0035220
Q27331	GO:0015991,GO:0046034,GO:0048388,GO:0016197,GO:0007446,GO:0035149
Q7KML2	GO:0006635,GO:0033540,GO:0019395,GO:0006091,GO:0055088,GO:0006629,GO:0006693
Q7PLP5	GO:0048598,GO:0006897,GO:0003382
Q8IPI2	
Q8IQG0	
Q8MR33	GO:0006749
Q95RB1	GO:0000398,GO:0000381,GO:0000387
Q960E8	GO:0006289,GO:0070816,GO:0001111,GO:0009411,GO:0001113,GO:0006360,GO:0006366,GO:0006367
Q9U1I1	GO:0070593
Q9U1L6	
Q9V3H0	GO:0006309
Q9VAE4	
Q9VAE7	
Q9VBD2	GO:0010171,GO:0040003
Q9VFF6	
Q9VHC3	GO:0007475,GO:0007016,GO:0007476
Q9VIY5	
Q9VNS0	GO:0007010,GO:0009950,GO:0046843,GO:0031047,GO:0030718,GO:0008298,GO:0007140,GO:0031023,GO:0010586,GO:0045892,GO:0010529,GO:0007314,GO:0048600,GO:0016325,GO:0051663,GO:0048477,GO:0034587,GO:0019094,GO:0008104,GO:0060964,GO:0007317,GO:0007283
Q9VPD7	
Q9VRQ1	
Q9VS38	GO:0007406,GO:1903508,GO:0006357,GO:0006366,GO:0006367
Q9VS50	GO:0016573,GO:0045132,GO:0007064,GO:0034421,GO:0006275,GO:0007062
Q9VSY9	GO:0045893,GO:0045466
Q9VTP5	
Q9VVB4	GO:2000060
Q9VVC3	GO:0040003
Q9VWS0	GO:0016573,GO:0043486
Q9VX48	GO:0030036,GO:0007480,GO:0035025,GO:0051496
Q9VY42	GO:0009072,GO:0009058
Q9VZI1	GO:0035626,GO:0006939
Q9W0J2	GO:0030036,GO:0001736,GO:0035317,GO:0035320,GO:0007476,GO:0030837
Q9W526	GO:0045737,GO:1901409,GO:0045944,GO:0006396
Q9XZU7	GO:0045944
Q9Y117	GO:0031589,GO:0070278,GO:0016266,GO:0009312,GO:0006493,GO:0033628
X2JDY8	GO:0042059,GO:0002092,GO:0007266
A1Z6Q2	GO:0007498
Q9VEB9	GO:0006355
A1Z6R4	GO:0010951,GO:0045861
P05389	GO:0002181,GO:0006414
P29844	GO:0034605,GO:0034620,GO:0051085,GO:0030968,GO:0036335,GO:0042026,GO:0034976,GO:0006986,GO:0016246,GO:0030431,GO:0030433
Q9V411	GO:0051301,GO:0090307,GO:0042254
Q9VIM1	
Q9VZ12	
Q9W2G8	GO:0006635,GO:0033540,GO:0055088
Q9Y125	GO:0055088,GO:0006665
A1Z6R7	GO:0007165
A1Z6S7	GO:0046716,GO:0043547,GO:1901216,GO:0042052
P48555	GO:0007298,GO:0050829,GO:0007391,GO:0045087,GO:0045824,GO:0046329,GO:0007464,GO:0007265,GO:0022604,GO:0008593
Q9VMC7	
Q9VUI3	GO:0008344,GO:0035556,GO:0035011,GO:0000226,GO:0007605
A1Z6U3	GO:0007166
Q9VL91	
Q9VR57	
Q9W2F0	
A1Z6V5	GO:0032504,GO:0010951
Q8SWW4	
A1Z6W3	GO:0009948,GO:0098930,GO:0001737,GO:0042067,GO:0001736,GO:0045184,GO:0007164,GO:0007163,GO:0030951,GO:0016348,GO:0045185,GO:0001738,GO:0045746,GO:0045773,GO:1902669,GO:0060071
Q9VWT5	GO:0006310,GO:0006281,GO:0000724
A1Z6W5	GO:0000185,GO:0007254,GO:0051726,GO:0046662
A1Z705	GO:0006506
P49866	GO:0032869,GO:0042593,GO:0070868,GO:0016042,GO:0034440,GO:0006357
Q27350	GO:0048856,GO:0001746,GO:0007623,GO:0048749,GO:0001745,GO:0009649,GO:0007455,GO:0008347,GO:0045892,GO:0001744,GO:0045944,GO:0035271,GO:0007283
Q9V444	GO:0006974,GO:0071480,GO:0034080,GO:0006338,GO:0070869,GO:0016573,GO:0042766
Q9VLF2	GO:0017148,GO:0022414,GO:0007283
A1Z6W6	
A1Z7N4	
Q8IMS8	GO:0001709,GO:0071456,GO:0022416,GO:0001752,GO:0042078,GO:0010629,GO:0017148,GO:0006417,GO:0019827
Q9V6B9	GO:0051028,GO:0006607,GO:0006999,GO:0006913,GO:0006606,GO:0036228,GO:0006605
Q9VI89	
Q9VJU5	GO:0042742,GO:0006909
Q9VRS7	GO:0006508
Q9VRX7	GO:0031125,GO:0031126
Q9VRZ3	GO:0006508
Q9VUK7	GO:0051493,GO:1903729
Q9XZ29	GO:0007059,GO:0016321,GO:0007140,GO:0007110,GO:0007018,GO:0000278,GO:0007052,GO:0007131,GO:0007088,GO:0007338,GO:0051231
A1Z6W9	GO:0008407
Q9VMD4	GO:0016567
Q9VX37	GO:0098653,GO:0007143,GO:0010705,GO:0007130
A1Z6Y3	
Q9VME1	
A1Z6Z7	GO:0016575,GO:0000122
Q9V9V9	GO:0016573
Q9VCQ7	GO:0035331,GO:0040018,GO:0007165
A1Z6Z8	GO:0030048,GO:0008595,GO:0006886,GO:0047497,GO:0045856,GO:0042052,GO:0007291
A1Z7C1	GO:0006298
O16158	GO:0017156
P49258	GO:0030048,GO:0019722,GO:0051300
P54357	GO:0030048
Q4V5R2	GO:0006030
Q8SYK4	
Q9U9Q2	GO:0000398
Q9V751	GO:0019731,GO:0050829,GO:0050830,GO:0006959,GO:0045087,GO:0055093
Q9VF73	
Q9VFI7	
Q9VG03	
Q9VJD4	GO:0032460,GO:1903646,GO:0006620,GO:0030433
Q9VLS5	GO:0006897,GO:0034058,GO:0001737,GO:0008103,GO:0048227,GO:0045451,GO:0030100
Q9VMK5	GO:0007305
Q9VQV0	
Q9VUB1	
Q9VUS1	GO:0007411
Q9VWS1	
Q9W4A0	GO:0006886,GO:0034389,GO:0032482,GO:0016192
Q9W4M8	GO:0051301,GO:0007052,GO:0007088
Q9W513	
Q9XZ06	GO:0006325,GO:0097240,GO:0051292,GO:0006999,GO:0030717,GO:0016973,GO:0006606,GO:0036228,GO:0097298
Q8IQI1	
Q8SWT7	GO:0007606,GO:0050808
A1Z714	GO:0030036,GO:0007498,GO:0007520
A8Y5B0	
Q7JYY0	GO:0002181
Q9VKC5	
Q9VLK3	GO:0016540,GO:0030163,GO:0006508
Q9VSN7	GO:0007031
A1Z722	
Q0KIC3	
Q24523	GO:0007304,GO:0001751,GO:0008101,GO:0008340,GO:0046843,GO:0036335,GO:0016319,GO:0043066,GO:0009996,GO:0045746,GO:0030707,GO:0007297,GO:0030307,GO:0008284,GO:0002052,GO:0042246
Q9V3V3	GO:2000647,GO:0035335,GO:0035332
Q9VC63	GO:0055085
Q9VGL0	GO:0006606
Q9VK34	GO:0048149,GO:0032869,GO:0006342,GO:0008340,GO:0016575,GO:2000253,GO:0006476,GO:0042981,GO:0035065,GO:1901416,GO:0006355
Q9VK58	
Q9VXR9	
Q9VYG2	GO:0007406,GO:0010628,GO:0031453,GO:0045893,GO:0045944,GO:0006357
X2JDS9	GO:0007275,GO:0000122,GO:0001748
A1Z734	GO:0060271,GO:0006955,GO:0050777,GO:1901223,GO:0017085
Q9W3D5	
A1Z739	
P18502	GO:0048099,GO:0009952,GO:0007411,GO:0001746,GO:0016311,GO:0035225,GO:0007455,GO:0042078,GO:0008406,GO:0007476,GO:0055088,GO:0045879,GO:0048477,GO:0030707,GO:0006508,GO:0042981,GO:2000274,GO:0007346,GO:0007367,GO:0007224,GO:0048103,GO:0048100
A1Z743	
P39572	GO:0007411,GO:0040015,GO:0000122,GO:0035289,GO:0008361,GO:0010468,GO:0044324,GO:0035271,GO:0007431,GO:0007381,GO:0007354
P54733	GO:0035736,GO:0007307,GO:0000082,GO:0000278,GO:1904667,GO:0007400,GO:0048665,GO:0007422,GO:0007277,GO:0043065,GO:0045787,GO:0008284,GO:1900087,GO:0046427,GO:0006468,GO:0042127,GO:0000079,GO:0006275,GO:0007096,GO:0044719,GO:0007088,GO:0001932,GO:0045035,GO:0035019,GO:0007129,GO:0007419
P80455	GO:0002181
P84029	GO:0055114
Q03334	GO:0002181
Q0E8K8	GO:0010629
Q7K1E3	GO:0006508
Q8IGI1	GO:0046579,GO:0007165
Q8IQI9	
Q8IRR5	GO:0016575,GO:0006471
Q8MLY8	GO:0002181,GO:0035167,GO:0000462,GO:0006412
Q8MRM0	GO:0006749
Q94524	GO:0008340,GO:0007018,GO:0000278,GO:0008090,GO:0007286
Q9I7T7	
Q9V3L0	
Q9V460	GO:0007549,GO:0032785,GO:0000122,GO:0032786,GO:0045944,GO:0006368
Q9V4F9	GO:0010628,GO:0006357
Q9VBW9	GO:0007469,GO:0021556,GO:0048749,GO:0006355,GO:0007379
Q9VC48	GO:0070084
Q9VFF0	GO:0009060,GO:0006122,GO:0016485,GO:0006627
Q9VGE4	GO:0048193,GO:0034067,GO:0042147
Q9VIJ5	GO:0032436,GO:0043248,GO:0043161,GO:0006508
Q9VPU8	GO:0007275,GO:0006364
Q9VS59	GO:0050829,GO:0045087,GO:0007526,GO:0045089,GO:0045944,GO:0045088
Q9W2B7	
Q9XTL9	GO:0050829,GO:0008340,GO:0005980,GO:0045824,GO:0045819
A1Z765	
Q9VJ21	GO:0055085
A1Z782	GO:0032780,GO:0043271,GO:0006468,GO:0042391
Q9VA71	GO:0016579
A1Z793	
Q9V3A0	
A1Z7A5	GO:1901838
P00528	GO:0030036,GO:0000185,GO:0034332,GO:0007411,GO:0030154,GO:0007349,GO:0090136,GO:0007301,GO:0008302,GO:0008335,GO:0036058,GO:0007293,GO:0030708,GO:0007616,GO:0016319,GO:0045886,GO:0030717,GO:0048477,GO:0007424,GO:0030723,GO:0007300,GO:0030046,GO:0038083,GO:0018108,GO:0045742,GO:0045743,GO:0045874,GO:0120176,GO:0008064,GO:0048167,GO:0007435,GO:0007169
Q9VHR7	GO:0044782
Q9VNI4	GO:0080129
A1Z7A8	GO:0030576
Q07407	GO:0010002,GO:0030154,GO:0016477,GO:0007417,GO:0050829,GO:0007493,GO:0007272,GO:0008543,GO:0008354,GO:0021782,GO:0010001,GO:0042065,GO:0008347,GO:0106091,GO:0007506,GO:0008406,GO:0007507,GO:0007523,GO:0035170,GO:0048542,GO:0035169,GO:0001710,GO:0007500,GO:0008078,GO:0007509,GO:0048747,GO:0048626,GO:0043066,GO:0009968,GO:0061320,GO:0007280,GO:0008284,GO:0070374,GO:0045089,GO:0006468,GO:0008360,GO:0007431,GO:0007525,GO:0007419,GO:0007522
A1ZA03	GO:0006298
A1ZAJ2	GO:0008089,GO:0048490,GO:0008088,GO:0007411,GO:0030705,GO:0046847,GO:0008345,GO:0007018,GO:0045886,GO:0007528,GO:0032024,GO:0048814,GO:0040012,GO:0051963,GO:0016188,GO:0048489,GO:0016192,GO:0047496
A8DY79	GO:0008344,GO:0007615,GO:0007268,GO:0048789,GO:0048790,GO:0007274,GO:0007269,GO:0048167,GO:0007614
A8JNJ6	GO:0030036,GO:0006897,GO:0032509,GO:0030707,GO:0007009,GO:0010797,GO:0042060,GO:0045186
B7Z0I2	
O61360	GO:0007155,GO:0070868,GO:0007476,GO:0045892,GO:0030178,GO:0045931,GO:0031935,GO:0006357
P10180	GO:0007469,GO:0048098,GO:0007417,GO:0070983,GO:0048813,GO:0008585,GO:0060288,GO:0048193,GO:0008587,GO:0061332,GO:0007443,GO:0000278,GO:0045746,GO:0000122,GO:0048477,GO:0007424,GO:0030707,GO:0030713,GO:0007422,GO:0006355,GO:0007605,GO:0035277
P13395	GO:0051693,GO:0016199,GO:0007417,GO:0045478,GO:0030727,GO:0007294,GO:0048134,GO:0042062,GO:0048790,GO:0007026,GO:0007274,GO:0007308,GO:0030707,GO:0007009,GO:0008360,GO:0050807
P30052	GO:0055013,GO:0007049,GO:0001745,GO:0035329,GO:0007480,GO:0007476,GO:0007406,GO:0045892,GO:0045944,GO:2000826,GO:0007423,GO:0007525,GO:0072089,GO:0035220
P51123	GO:0007049,GO:0006352,GO:0044154,GO:0043967,GO:0045944,GO:0060261,GO:0007221,GO:0006468,GO:0051123,GO:0006367
Q03427	GO:0006325,GO:0006342,GO:0007112,GO:0060415,GO:0031081,GO:0030833,GO:0035989
Q0E917	GO:0007016,GO:0045886,GO:0006468,GO:0007172
Q1EC18	
Q27421	
Q7JZC5	
Q7K550	GO:0001732,GO:0006446,GO:0006413
Q9GSR1	GO:0000724,GO:0042276,GO:0090305,GO:0019985
Q9VDA0	GO:0032508,GO:0006281,GO:0006302,GO:0045003,GO:0035825,GO:0045950,GO:0000725
Q9VE54	GO:0006357
Q9VH91	GO:0007411,GO:0007010,GO:0030032,GO:0072499
Q9VIQ9	GO:0007015,GO:0007409,GO:0050829,GO:0045087,GO:0007399
Q9VK42	GO:0000122,GO:0010468
Q9VL76	GO:0006264,GO:0000002,GO:0051260
Q9VNE4	GO:0008356,GO:0007099,GO:0007098,GO:1903723,GO:1905515,GO:0007338,GO:0007288
Q9VPW4	GO:0006390,GO:0006351
Q9VVR6	GO:0006325,GO:0016578,GO:0006406,GO:0045893,GO:0006355
Q9VWS3	GO:0045055,GO:0042052
Q9VXK9	
Q9VXW2	GO:0000398,GO:0000381
Q9VZU5	
Q9W0D3	
Q9W457	GO:0048149,GO:1904482,GO:0046655,GO:0019264,GO:0006544,GO:0006564,GO:0006565,GO:0006730,GO:0051289,GO:0009113,GO:0042752,GO:0035999,GO:0046653
A1Z7C4	
O44783	GO:0060446,GO:0001745,GO:0008069,GO:0021782,GO:0035171,GO:0048747,GO:0042059,GO:0070373,GO:0040037,GO:0110109,GO:0043407,GO:0046580,GO:0120177,GO:0016318,GO:0007424,GO:0045314
T2FFA4	GO:0007275,GO:0009966
A1Z7C7	
Q9VRV9	GO:0006607,GO:0006610
A1Z7D6	
Q9VTP8	
A1Z7E8	GO:1902475
Q9W199	GO:0032543,GO:0006412
A1Z7F1	GO:1902475
A1Z7G0	GO:0032504
A1Z7G2	
Q04652	GO:0030036,GO:0007349,GO:0007301,GO:0030717,GO:0048477,GO:0007297,GO:0030723,GO:0007300
Q0E8J3	
Q7KMG7	GO:0000710,GO:0006312,GO:0006289,GO:0006296,GO:0007131,GO:0000712,GO:0070914
Q9VKQ5	GO:0042325
Q9VVR2	GO:0032147,GO:0045167,GO:0007049,GO:0051301
A1Z7G7	GO:0007189,GO:0008344,GO:0007166,GO:0007186,GO:0007269,GO:0016192
Q9VLG9	GO:0042450
A1Z7H8	GO:0006508
Q23983	GO:0007268,GO:0001745,GO:0048526,GO:0006886,GO:0006891,GO:0000281,GO:0007274,GO:0007269,GO:0034214,GO:0051260,GO:0035494,GO:0031629,GO:0016082
A1Z7I1	GO:0055085
O46108	GO:0044255,GO:0016042
P09081	GO:0009948,GO:0008595,GO:0007355,GO:0008358,GO:0017148,GO:0048477,GO:0045944,GO:0006355,GO:0007367,GO:0008293
Q7JR71	GO:0019430,GO:0006979,GO:0009650
Q8INJ8	GO:0034334,GO:0016477,GO:0010669,GO:0045197,GO:0007293,GO:0008285,GO:0045926,GO:0045571,GO:0018108,GO:0035332,GO:0043068,GO:0006468,GO:0048167
Q8MYY3	GO:0016139,GO:0046477,GO:0009311
Q8SXL5	GO:0006030
Q8T4F7	GO:0030036,GO:0007015,GO:0007411,GO:0007409,GO:0007298,GO:0048749,GO:0007303,GO:0007010,GO:0048813,GO:0007391,GO:0003382,GO:0046847,GO:0060288,GO:0007390,GO:0035262,GO:0008258,GO:0045886,GO:0030335,GO:0031346,GO:0051491,GO:0032956,GO:0008064,GO:0051489,GO:0010591,GO:1990255,GO:0007396
Q9NGC3	GO:0072375,GO:0043547,GO:0043087
Q9VBP9	GO:0098586,GO:0043161,GO:0006511
Q9VQ95	GO:0006309,GO:0000737
Q9VRQ5	
Q9VUD3	GO:0030154,GO:0006355
Q9W0M7	GO:0000398
A1Z7I2	GO:0055085
Q9W512	
A1Z7J0	
Q9VF20	GO:0070574,GO:0015886,GO:0046686
Q9VMY2	
A1Z7J6	GO:0090114,GO:0050829,GO:0045089
P07487	GO:0042593,GO:0006006,GO:0006096
P20009	GO:0007487,GO:0007469,GO:0048264,GO:0035215,GO:0035114,GO:0007480,GO:0007485,GO:0008587,GO:0007479,GO:0016319,GO:0010629,GO:0042048,GO:0021553,GO:0045893,GO:0048728,GO:0007449,GO:0010092
Q24143	GO:0030154,GO:0042632,GO:0007275,GO:0045944,GO:0070873,GO:0006357,GO:0042594,GO:0070328
Q9V3J4	GO:0090110,GO:0034605,GO:0035293,GO:0090114,GO:0035077,GO:0008363,GO:0051028,GO:0010629,GO:0031081,GO:0043547,GO:1904263,GO:0045893,GO:0045944,GO:0060261,GO:0006606,GO:0030433
Q9VKT8	GO:0044255,GO:0016042
Q9VRJ3	GO:0000266,GO:0008053,GO:0007005,GO:0006626
A1Z7K2	
P18489	GO:0007269,GO:0016081,GO:0016192
Q9W401	GO:0007610,GO:0005975,GO:0006099
A1Z7K4	
Q9VES4	
Q9VJ59	GO:0045471
A1Z7K8	GO:0006418
Q7KUD4	GO:0016042,GO:1902884,GO:0070328
Q86NX3	
Q8IN89	GO:0006914,GO:0043066,GO:0046627,GO:1904262,GO:0007528,GO:0007274,GO:0006470,GO:0031952,GO:0007165,GO:0097479,GO:0070328
Q8SZY7	GO:0035335,GO:0046856
Q95R29	
Q95S25	GO:0051315,GO:0007094
Q9VA83	GO:0006879,GO:1990461,GO:0042381,GO:0098711,GO:0045475,GO:0009620
Q9VM94	GO:0030534,GO:0048149,GO:0007216,GO:0045938,GO:0040012,GO:2001256,GO:0045471
Q9VT87	
Q9VYT1	GO:0032418
Q9W2K8	
A1Z7K9	GO:0006397,GO:0000289,GO:0010606
C6TP70	
O18640	GO:0009267,GO:0042335,GO:0075522,GO:0007626,GO:0000398,GO:0046716,GO:0001933,GO:0048477,GO:0018991,GO:0044829,GO:0030838,GO:0045725,GO:0001934,GO:0016243,GO:0072344,GO:0035220
O97182	GO:0030029,GO:0030037,GO:0034314,GO:0007413,GO:0007409,GO:0033627,GO:0000902,GO:0022416,GO:0008407,GO:0001745,GO:0006886,GO:0051491,GO:0045747,GO:0030589
P46223	GO:0002181,GO:0000470,GO:0006412
P92177	GO:0007411,GO:0042994,GO:0008340,GO:0000077,GO:0007294,GO:0007444,GO:0007093,GO:0008103,GO:0007280,GO:0045927,GO:0035332,GO:0046579,GO:0040008,GO:0007088,GO:0009314,GO:0009411,GO:0048190
C0HL64	GO:0040003
C0HL65	GO:0040003
Q7K4Y0	GO:0006723,GO:0042593,GO:0060179,GO:0048047,GO:0042811,GO:0045793,GO:0045572,GO:0040018,GO:0010506,GO:0019216,GO:0042594,GO:0009744,GO:0070328,GO:0006636
Q95RR8	GO:0000290,GO:0006397,GO:0000289,GO:0010606,GO:0006468,GO:0090503
Q9I7Q6	GO:0040003
Q9V3Z9	GO:0035220
Q9V535	GO:0046595,GO:0007294,GO:0000226,GO:0000398,GO:0051028,GO:0000335,GO:0000184,GO:0007314,GO:0007310,GO:0051663,GO:0045451,GO:0000381,GO:0007317,GO:0008380
Q9V9Q6	GO:0001700,GO:0032014,GO:0032956,GO:0030100
Q9VII3	GO:0046928
Q9VN50	GO:0001732,GO:0045747,GO:0016579,GO:0006413
Q9VPQ5	GO:0007391,GO:0000122,GO:0090098,GO:0006357,GO:0007423,GO:0048190,GO:0007472
Q9VX01	GO:0016042
A1Z7L0	
O96676	GO:0050829
P55841	GO:0002181,GO:0043524,GO:0042273
Q9VV74	GO:0097113,GO:0045175,GO:0007417,GO:0051276,GO:0033962,GO:1990194,GO:0009792,GO:0060079,GO:0002164,GO:0008345,GO:0000398,GO:0007528,GO:0007274,GO:0048601,GO:0032224,GO:0022618,GO:0030240,GO:0000387,GO:0048863,GO:0017145,GO:0072089,GO:0072553,GO:0035154
Q9VZJ3	GO:0007099,GO:0043984,GO:0043981,GO:0043982,GO:0045944
Q9W2U6	GO:0006355
A1Z7L1	GO:0006281
C6SV45	GO:0000724,GO:1990426
Q27297	GO:0070192,GO:0000730,GO:0006310,GO:0006281,GO:0006302,GO:0045003,GO:0007143,GO:0007294,GO:0008298,GO:0006312,GO:1990426,GO:0030716,GO:0030717,GO:0048477,GO:0009949,GO:0009951,GO:0007131,GO:0010569,GO:0031000,GO:0042148
Q7JZR0	
Q9U6M0	GO:0045087,GO:0051341
Q9VIF9	GO:0006873,GO:0001745,GO:0071805,GO:0030641,GO:0051453,GO:0098719
Q9VVE5	GO:0048864
Q9XTL2	GO:0016197,GO:0007427,GO:0006886,GO:0016322,GO:0051726,GO:2000274,GO:0042060
A1Z7L6	
P07190	GO:1902475
P49905	GO:0043966,GO:0051123,GO:0006367
Q05825	GO:0015986,GO:1902600
Q24534	GO:0000398
Q8IH82	
Q8IM98	GO:0046034,GO:1902600
Q9V3Y7	
Q9VT00	GO:0061085
Q9VTS9	GO:0061327,GO:0007298,GO:0007520,GO:0045214
A1Z7L8	GO:0032924,GO:0007411,GO:0048813,GO:0008340,GO:0007455,GO:0007476,GO:0016319,GO:0010507,GO:0007405,GO:0048666,GO:0007389,GO:0030513,GO:0010862,GO:0006468,GO:0007346,GO:0009411,GO:0007165,GO:0007179
P37236	GO:0007268,GO:0007528,GO:0007269,GO:0046928
P42325	
Q24253	GO:0048749,GO:0006886,GO:0016192
Q9VFG8	GO:0007298,GO:0001745,GO:0060253,GO:0046621,GO:0043065,GO:0035332,GO:0006355
A1Z7M0	
Q7JN06	GO:0006325,GO:0051567,GO:0048477,GO:0006357
Q9VD05	GO:0006357
Q9VDW6	GO:0030010,GO:0008586,GO:0007474,GO:0046716,GO:0007274,GO:0046928,GO:0048172
Q9VV12	
A1Z7M3	GO:0006508
O46308	GO:0007343,GO:0045977,GO:0006468,GO:0007346
Q9VLR9	GO:0006888,GO:0006506
Q9VSE6	GO:0006284,GO:0051301,GO:0032508,GO:0006310,GO:0006281,GO:0006260,GO:0036292,GO:0006302,GO:0000724,GO:0007307,GO:0002164,GO:0048477,GO:0008284,GO:0045740,GO:0010971,GO:0061820
Q9VSQ3	
Q9VWC4	GO:0016567,GO:0006511
A1Z7M6	
Q9VXR2	
A1Z7M7	GO:0006508
Q86B91	GO:0042478
Q9VKS2	
A1Z7M8	
Q9VDE3	GO:0007304,GO:0007623,GO:0046843,GO:0090162,GO:0007293,GO:0030708,GO:0030727,GO:0045475,GO:0043066,GO:0008285,GO:0060253,GO:0046627,GO:0045849,GO:0032007,GO:0016322,GO:0007309,GO:0030720,GO:0030707,GO:0030713,GO:0045451,GO:1903688,GO:0016567,GO:0006508,GO:0046599,GO:0060623,GO:2000114,GO:0007088,GO:0030162,GO:0031146
A8JQX6	GO:0006355
Q7K2X1	GO:0008219,GO:0045977,GO:0016567
Q9VZB5	
Q9W1H7	GO:0006355
A1Z7N6	
M9NFF6	GO:0048675,GO:0007391,GO:0008544,GO:0030725,GO:0035317,GO:0007560,GO:0048812,GO:0045314,GO:1904059
Q7KU89	GO:0007480,GO:0048812,GO:0035025,GO:1904059
Q8T3Z0	GO:0060271,GO:0060294,GO:0030317,GO:0007017
Q9VE52	GO:0098789
Q9VMT4	GO:0043087
A1Z7P5	GO:0030261,GO:0051276,GO:0048749,GO:0050829,GO:0000724,GO:0030097,GO:0007446,GO:0046426,GO:0045089
Q5BI03	GO:0090630,GO:0007298,GO:0008340,GO:0006886,GO:1901096,GO:0043087
Q9VD02	GO:0050829,GO:0002759,GO:0009617
Q9W3U8	
A1Z7Q5	GO:0032456,GO:0006897,GO:0032483
Q9I7L7	GO:0018230,GO:0018345,GO:0006612
A1Z7Q7	GO:0044255,GO:0006629,GO:0051792,GO:0051793
Q9U1L7	
A1Z7Q8	GO:0035090,GO:0070050,GO:0006468
Q01644	GO:0007275,GO:0007283,GO:0007288
Q6AWN0	GO:0019509,GO:0009086,GO:0006555,GO:2000243
Q7K5K3	GO:0006086,GO:0006096,GO:0006090
Q9W205	GO:0048104,GO:0072499,GO:0009612
A1Z7S0	GO:1903688,GO:0006898
Q7JYX5	GO:0097352,GO:0008333,GO:0006887,GO:0006906
